id,company,x,y
565,Embracer Group,531.862,528.918
566,Embracer Group,595.423,453.765
567,Embracer Group,501.625,517.149
568,Embracer Group,479.523,484.748
569,Embracer Group,334.083,550.759
570,Embracer Group,585.520,505.808
571,Embracer Group,369.908,588.477
572,Embracer Group,531.869,417.598
573,Embracer Group,417.749,574.818
574,Embracer Group,460.588,421.917
575,Embracer Group,380.851,464.620
576,Embracer Group,429.783,654.733
577,Embracer Group,485.263,499.723
578,Embracer Group,418.742,406.243
579,Embracer Group,519.573,673.846
580,Embracer Group,363.409,613.616
581,Embracer Group,483.463,501.746
582,Embracer Group,590.930,515.822
583,Embracer Group,497.786,398.319
584,Embracer Group,344.278,603.378
585,Embracer Group,581.665,582.444
586,Embracer Group,391.548,579.655
587,Embracer Group,442.179,438.868
588,Embracer Group,489.435,554.024
589,Embracer Group,331.732,487.168
590,Embracer Group,413.985,455.650
591,Embracer Group,484.206,387.499
592,Embracer Group,500.461,459.469
593,Embracer Group,499.691,607.808
594,Embracer Group,509.932,453.049
595,Embracer Group,509.594,627.270
596,Embracer Group,519.513,579.636
597,Embracer Group,587.066,489.453
598,Embracer Group,381.181,484.148
599,Embracer Group,398.891,627.395
600,Embracer Group,381.468,498.586
601,Embracer Group,509.617,442.549
602,Embracer Group,371.449,649.785
603,Embracer Group,565.575,427.514
604,Embracer Group,415.139,580.066
605,Embracer Group,470.505,441.093
606,Embracer Group,422.404,461.054
607,Embracer Group,442.170,556.369
608,Embracer Group,521.478,616.676
609,Embracer Group,502.130,610.542
610,Embracer Group,528.179,508.787
611,Embracer Group,433.736,430.726
612,Embracer Group,472.840,502.036
613,Embracer Group,585.625,540.985
614,Embracer Group,527.835,532.587
615,Embracer Group,388.425,605.310
616,Embracer Group,364.547,641.169
617,Embracer Group,552.627,558.522
618,Embracer Group,371.990,641.580
619,Embracer Group,463.773,616.141
620,Embracer Group,459.164,497.965
621,Embracer Group,399.518,653.130
622,Embracer Group,474.674,569.874
623,Embracer Group,531.668,645.690
624,Embracer Group,580.317,561.856
625,Embracer Group,333.144,557.021
626,Embracer Group,405.794,446.123
627,Embracer Group,519.252,517.565
628,Embracer Group,548.475,492.731
629,Embracer Group,621.623,533.215
630,Embracer Group,348.961,463.510
631,Embracer Group,559.637,523.283
632,Embracer Group,606.277,504.746
633,Embracer Group,515.254,417.289
634,Embracer Group,399.029,422.018
635,Embracer Group,443.423,609.325
636,Embracer Group,534.961,652.624
637,Embracer Group,507.386,428.319
638,Embracer Group,546.374,496.989
639,Embracer Group,610.528,566.684
640,Embracer Group,455.458,456.813
641,Embracer Group,571.458,640.379
642,Embracer Group,524.283,523.039
643,Embracer Group,426.946,399.679
644,Embracer Group,447.683,606.638
645,Embracer Group,540.513,422.134
646,Embracer Group,340.639,569.470
647,Embracer Group,454.686,563.226
648,Embracer Group,382.903,463.126
649,Embracer Group,379.628,661.905
650,Embracer Group,513.716,543.569
651,Embracer Group,547.170,466.039
652,Embracer Group,558.939,489.450
653,Embracer Group,446.823,535.008
654,Embracer Group,595.085,618.457
655,Embracer Group,366.556,495.700
656,Embracer Group,460.255,679.948
657,Embracer Group,577.784,485.735
658,Embracer Group,399.537,417.519
659,Embracer Group,464.566,547.120
660,Embracer Group,586.799,570.176
661,Embracer Group,589.883,462.728
662,Embracer Group,524.479,653.438
663,Embracer Group,429.918,491.574
664,Embracer Group,342.273,609.160
665,Embracer Group,480.001,634.244
666,Embracer Group,348.275,483.289
667,Embracer Group,373.267,634.535
668,Embracer Group,573.403,575.105
669,Embracer Group,601.831,531.763
670,Embracer Group,437.960,538.046
671,Embracer Group,568.702,495.785
672,Embracer Group,419.798,681.514
673,Embracer Group,555.363,594.188
674,Embracer Group,478.359,617.487
675,Embracer Group,482.012,619.243
676,Embracer Group,395.957,590.877
677,Embracer Group,370.325,451.316
678,Embracer Group,352.366,531.606
679,Embracer Group,462.740,514.356
680,Embracer Group,337.185,549.719
681,Embracer Group,558.360,596.212
682,Embracer Group,412.559,636.033
683,Embracer Group,402.390,432.033
684,Embracer Group,571.833,615.939
685,Embracer Group,585.185,446.082
686,Embracer Group,533.820,669.456
